Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,collecting_institution,common_name,strain,subtype,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ENA_last_update,Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),host_common_name,host_health_state,host_scientific_name,host_sex,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,receipt_date,ReleaseDate,create_date,version,Sample Name,Sample_Name,SRA Study,Submitter_Id,system type
ERR3474757,WGS,302,252632362,PRJEB33950,SAMEA5859169,119164637,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496384,SAMEA5859169,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:29:00Z,1,SAMEA5859169,sample_180,ERP116786,sample_180,in vivo human
ERR3474758,WGS,302,376759194,PRJEB33950,SAMEA5859170,179246261,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496385,SAMEA5859170,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:29:00Z,1,SAMEA5859170,sample_181,ERP116786,sample_181,in vivo human
ERR3474759,WGS,302,259620340,PRJEB33950,SAMEA5859171,122558540,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496386,SAMEA5859171,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:29:00Z,1,SAMEA5859171,sample_182,ERP116786,sample_182,in vivo human
ERR3474760,WGS,302,178167618,PRJEB33950,SAMEA5859172,84204238,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496387,SAMEA5859172,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:29:00Z,1,SAMEA5859172,sample_183,ERP116786,sample_183,in vivo human
ERR3474761,WGS,302,197480518,PRJEB33950,SAMEA5859173,92620793,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496388,SAMEA5859173,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:29:00Z,1,SAMEA5859173,sample_184,ERP116786,sample_184,in vivo human
ERR3474762,WGS,302,248269670,PRJEB33950,SAMEA5859174,115942232,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496389,SAMEA5859174,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:29:00Z,1,SAMEA5859174,sample_185,ERP116786,sample_185,in vivo human
ERR3474763,WGS,302,275845894,PRJEB33950,SAMEA5859175,130552702,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496390,SAMEA5859175,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:29:00Z,1,SAMEA5859175,sample_186,ERP116786,sample_186,in vivo human
ERR3474764,WGS,302,199656428,PRJEB33950,SAMEA5859176,93854152,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496391,SAMEA5859176,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:29:00Z,1,SAMEA5859176,sample_187,ERP116786,sample_187,in vivo human
ERR3474765,WGS,302,21971406,PRJEB33950,SAMEA5859177,10588777,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496392,SAMEA5859177,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:29:00Z,1,SAMEA5859177,sample_188,ERP116786,sample_188,in vivo human
ERR3474766,WGS,302,210238810,PRJEB33950,SAMEA5859178,100329513,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496393,SAMEA5859178,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:30:00Z,1,SAMEA5859178,sample_189,ERP116786,sample_189,in vivo human
ERR3474767,WGS,302,329273620,PRJEB33950,SAMEA5859179,155634938,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496394,SAMEA5859179,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:30:00Z,1,SAMEA5859179,sample_190,ERP116786,sample_190,in vivo human
ERR3474768,WGS,302,72091930,PRJEB33950,SAMEA5859180,34169696,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496395,SAMEA5859180,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:30:00Z,1,SAMEA5859180,sample_191,ERP116786,sample_191,in vivo human
ERR3474769,WGS,302,184295802,PRJEB33950,SAMEA5859181,88207230,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496396,SAMEA5859181,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:30:00Z,1,SAMEA5859181,sample_192,ERP116786,sample_192,in vivo human
ERR3474770,WGS,302,169351332,PRJEB33950,SAMEA5859182,80508464,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496397,SAMEA5859182,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:30:00Z,1,SAMEA5859182,sample_193,ERP116786,sample_193,in vivo human
ERR3474771,WGS,302,282652068,PRJEB33950,SAMEA5859183,133727125,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496398,SAMEA5859183,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:30:00Z,1,SAMEA5859183,sample_194,ERP116786,sample_194,in vivo human
ERR3474772,WGS,302,271062818,PRJEB33950,SAMEA5859184,127469224,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496399,SAMEA5859184,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:30:00Z,1,SAMEA5859184,sample_195,ERP116786,sample_195,in vivo human
ERR3474773,WGS,302,9834932,PRJEB33950,SAMEA5859185,4737770,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496400,SAMEA5859185,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:30:00Z,1,SAMEA5859185,sample_196,ERP116786,sample_196,in vivo human
ERR3474774,WGS,302,336368808,PRJEB33950,SAMEA5859186,158806417,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496401,SAMEA5859186,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:30:00Z,1,SAMEA5859186,sample_197,ERP116786,sample_197,in vivo human
ERR3474775,WGS,302,26934172,PRJEB33950,SAMEA5859187,12821909,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496402,SAMEA5859187,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:30:00Z,1,SAMEA5859187,sample_198,ERP116786,sample_198,in vivo human
ERR3474776,WGS,302,226127936,PRJEB33950,SAMEA5859188,107141677,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496403,SAMEA5859188,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:31:00Z,1,SAMEA5859188,sample_199,ERP116786,sample_199,in vivo human
ERR3474777,WGS,302,159424290,PRJEB33950,SAMEA5859189,75855986,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496404,SAMEA5859189,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:31:00Z,1,SAMEA5859189,sample_200,ERP116786,sample_200,in vivo human
ERR3474778,WGS,302,192713146,PRJEB33950,SAMEA5859190,91689685,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496405,SAMEA5859190,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:31:00Z,1,SAMEA5859190,sample_201,ERP116786,sample_201,in vivo human
ERR3474779,WGS,302,11961616,PRJEB33950,SAMEA5859191,6017895,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496406,SAMEA5859191,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:31:00Z,1,SAMEA5859191,sample_202,ERP116786,sample_202,in vivo human
ERR3474780,WGS,302,122028234,PRJEB33950,SAMEA5859192,60244281,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496407,SAMEA5859192,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:31:00Z,1,SAMEA5859192,sample_203,ERP116786,sample_203,in vivo human
ERR3474781,WGS,302,235637614,PRJEB33950,SAMEA5859193,109707216,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yamagata Lineage,B/Yamagata/16/1988,IBV,public,"sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496408,SAMEA5859193,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T12:04:58Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:31:00Z,1,SAMEA5859193,sample_204,ERP116786,sample_204,in vivo human
ERR3474782,WGS,302,69270042,PRJEB33950,SAMEA5859194,34057410,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496409,SAMEA5859194,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:32:00Z,1,SAMEA5859194,sample_205,ERP116786,sample_205,in vivo human
ERR3474783,WGS,302,12510652,PRJEB33950,SAMEA5859195,6241741,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496410,SAMEA5859195,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:32:00Z,1,SAMEA5859195,sample_206,ERP116786,sample_206,in vivo human
ERR3474784,WGS,302,401762680,PRJEB33950,SAMEA5859196,189003763,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496411,SAMEA5859196,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:32:00Z,1,SAMEA5859196,sample_207,ERP116786,sample_207,in vivo human
ERR3474785,WGS,302,15640580,PRJEB33950,SAMEA5859197,7825630,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496412,SAMEA5859197,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:32:00Z,1,SAMEA5859197,sample_208,ERP116786,sample_208,in vivo human
ERR3474786,WGS,302,300866896,PRJEB33950,SAMEA5859198,141574370,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496413,SAMEA5859198,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:32:00Z,1,SAMEA5859198,sample_209,ERP116786,sample_209,in vivo human
ERR3474787,WGS,302,348458472,PRJEB33950,SAMEA5859199,163985510,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496414,SAMEA5859199,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:32:00Z,1,SAMEA5859199,sample_210,ERP116786,sample_210,in vivo human
ERR3474788,WGS,302,237692120,PRJEB33950,SAMEA5859200,112534281,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496415,SAMEA5859200,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:33:00Z,1,SAMEA5859200,sample_211,ERP116786,sample_211,in vivo human
ERR3474789,WGS,302,261415126,PRJEB33950,SAMEA5859201,123896616,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496416,SAMEA5859201,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:33:00Z,1,SAMEA5859201,sample_212,ERP116786,sample_212,in vivo human
ERR3474790,WGS,502,151723978,PRJEB33950,SAMEA5859203,98445740,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496417,SAMEA5859203,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:33:00Z,1,SAMEA5859203,sample_214,ERP116786,sample_214,in vivo human
ERR3474791,WGS,502,173635274,PRJEB33950,SAMEA5859204,115704157,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496418,SAMEA5859204,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:33:00Z,1,SAMEA5859204,sample_215,ERP116786,sample_215,in vivo human
ERR3474792,WGS,502,23246616,PRJEB33950,SAMEA5859205,15495300,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496419,SAMEA5859205,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:33:00Z,1,SAMEA5859205,sample_216,ERP116786,sample_216,in vivo human
ERR3474793,WGS,502,20641236,PRJEB33950,SAMEA5859206,14020931,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496420,SAMEA5859206,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:36Z,public,Illumina MiSeq,2,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:33:00Z,1,SAMEA5859206,sample_217,ERP116786,sample_217,in vivo human
